CPE,cluster,tipo_dia,consumo_real,consumo_habitual,std,z_score,z_real,veredicto,direcao,confianca,n_dias_tipo,fonte_baseline,threshold
PT0002000078233981HJ,1.0,dia_util,2.44,3.5,0.65,-1.63,-1.63,normal,abaixo,alta,48,histórico dia_util,2.0
PT0002000078294957RQ,0.0,dia_util,5.81,5.85,1.28,-0.03,-0.03,normal,abaixo,alta,48,histórico dia_util,2.0
PT0002000078424866ZK,,dia_util,6.39,7.26,0.73,-1.2,-1.2,normal,abaixo,alta,43,histórico dia_util,2.0
PT0002000078441876HB,0.0,dia_util,283.4,233.3,28.71,1.74,1.74,normal,acima,alta,48,histórico dia_util,2.0
PT0002000078618376XD,,dia_util,0.92,1.08,0.3,-0.52,-0.52,normal,abaixo,alta,43,histórico dia_util,2.0
PT0002000078980058AQ,,dia_util,1.69,1.88,0.3,-0.65,-0.65,normal,abaixo,alta,43,histórico dia_util,2.0
PT0002000079469719HF,,dia_util,30.59,32.31,3.23,-0.53,-0.53,normal,abaixo,alta,48,histórico dia_util,2.0
PT0002000079471477WV,,dia_util,4.03,2.85,0.89,1.33,1.33,normal,acima,alta,43,histórico dia_util,2.0
PT0002000079471581FY,,dia_util,2.95,3.35,0.33,-1.17,-1.17,normal,abaixo,alta,43,histórico dia_util,2.0
PT0002000080238674DA,,dia_util,1.63,1.81,0.3,-0.59,-0.59,normal,abaixo,alta,43,histórico dia_util,2.0
PT0002000080276117GW,,dia_util,2.33,2.62,0.3,-0.99,-0.99,normal,abaixo,alta,43,histórico dia_util,2.0
PT0002000080461298MX,,dia_util,2.63,2.96,0.3,-1.08,-1.08,normal,abaixo,alta,43,histórico dia_util,2.0
PT0002000081344542CP,1.0,dia_util,4.65,4.01,0.93,0.68,0.68,normal,acima,alta,48,histórico dia_util,2.0
PT0002000081398935QY,,dia_util,0.83,0.95,0.3,-0.39,-0.39,normal,abaixo,alta,43,histórico dia_util,2.0
PT0002000081722388AX,,dia_util,3.16,3.56,0.36,-1.12,-1.12,normal,abaixo,alta,43,histórico dia_util,2.0
PT0002000081997398TD,0.0,dia_util,44.7,25.61,3.75,5.1,5.1,desvio,acima,alta,48,histórico dia_util,2.0
PT0002000082549706RH,0.0,dia_util,5.48,6.03,0.8,-0.68,-0.68,normal,abaixo,alta,48,histórico dia_util,2.0
PT0002000083148707DF,,dia_util,6.12,6.99,0.7,-1.24,-1.24,normal,abaixo,alta,43,histórico dia_util,2.0
PT0002000084047066ZD,,dia_util,0.42,0.46,0.3,-0.15,-0.15,normal,abaixo,alta,43,histórico dia_util,2.0
PT0002000084047077ZC,,dia_util,4.31,4.8,0.48,-1.02,-1.02,normal,abaixo,alta,43,histórico dia_util,2.0
PT0002000084047099SL,,dia_util,1.11,1.24,0.3,-0.44,-0.44,normal,abaixo,alta,43,histórico dia_util,2.0
PT0002000085216752VF,,dia_util,0.67,0.75,0.3,-0.29,-0.29,normal,abaixo,alta,43,histórico dia_util,2.0
PT0002000085878838FS,,dia_util,3.13,3.5,0.35,-1.07,-1.07,normal,abaixo,alta,43,histórico dia_util,2.0
PT0002000085879034QG,,dia_util,1.06,1.18,0.3,-0.4,-0.4,normal,abaixo,alta,43,histórico dia_util,2.0
PT0002000085879056VA,,dia_util,0.13,0.14,0.3,-0.05,-0.05,normal,abaixo,alta,43,histórico dia_util,2.0
PT0002000086712913TH,,dia_util,1.17,1.34,0.3,-0.56,-0.56,normal,abaixo,alta,43,histórico dia_util,2.0
PT0002000087509609RV,,dia_util,1.05,1.15,0.3,-0.33,-0.33,normal,abaixo,alta,43,histórico dia_util,2.0
PT0002000087509611RL,,dia_util,0.81,0.9,0.3,-0.3,-0.3,normal,abaixo,alta,43,histórico dia_util,2.0
PT0002000087509622WF,,dia_util,1.84,2.14,0.3,-0.98,-0.98,normal,abaixo,alta,43,histórico dia_util,2.0
PT0002000087509666GM,,dia_util,0.0,0.0,0.3,-0.0,-0.0,normal,abaixo,alta,43,histórico dia_util,2.0
PT0002000087509688MG,,dia_util,2.2,2.47,0.3,-0.9,-0.9,normal,abaixo,alta,43,histórico dia_util,2.0
PT0002000087844686BF,,dia_util,2.17,2.46,0.3,-0.98,-0.98,normal,abaixo,alta,43,histórico dia_util,2.0
PT0002000087844697BH,,dia_util,2.54,2.78,0.3,-0.8,-0.8,normal,abaixo,alta,43,histórico dia_util,2.0
PT0002000087844711ND,,dia_util,0.99,1.11,0.3,-0.39,-0.39,normal,abaixo,alta,43,histórico dia_util,2.0
PT0002000089588024TZ,,dia_util,1.09,1.24,0.3,-0.49,-0.49,normal,abaixo,alta,43,histórico dia_util,2.0
PT0002000089588046RJ,,dia_util,1.3,1.46,0.3,-0.55,-0.55,normal,abaixo,alta,43,histórico dia_util,2.0
PT0002000100113293JT,0.0,dia_util,38.16,39.03,3.9,-0.22,-0.22,normal,abaixo,alta,48,histórico dia_util,2.0
PT0002000101964938LF,0.0,dia_util,5.81,5.07,0.51,1.46,1.46,normal,acima,alta,48,histórico dia_util,2.0
PT0002000102325527BW,,dia_util,2.17,2.43,0.3,-0.87,-0.87,normal,abaixo,alta,43,histórico dia_util,2.0
PT0002000102367112WA,,dia_util,1.5,1.7,0.3,-0.66,-0.66,normal,abaixo,alta,43,histórico dia_util,2.0
PT0002000102462268EP,,dia_util,0.72,0.81,0.3,-0.3,-0.3,normal,abaixo,alta,43,histórico dia_util,2.0
PT0002000102936404ME,1.0,dia_util,4.16,4.94,0.49,-1.59,-1.59,normal,abaixo,alta,48,histórico dia_util,2.0
PT0002000103026532ZJ,,dia_util,0.86,0.99,0.3,-0.42,-0.42,normal,abaixo,alta,43,histórico dia_util,2.0
PT0002000103476489GK,,dia_util,1.92,2.15,0.3,-0.78,-0.78,normal,abaixo,alta,43,histórico dia_util,2.0
PT0002000103647515BL,,dia_util,0.17,0.24,0.3,-0.26,-0.26,normal,abaixo,alta,48,histórico dia_util,2.0
PT0002000104441112QR,,dia_util,0.1,0.11,0.3,-0.04,-0.04,normal,abaixo,alta,43,histórico dia_util,2.0
PT0002000104466334PS,,dia_util,0.27,0.29,0.3,-0.04,-0.04,normal,abaixo,alta,43,histórico dia_util,2.0
PT0002000105067638RF,,dia_util,0.15,0.17,0.3,-0.06,-0.06,normal,abaixo,alta,43,histórico dia_util,2.0
PT0002000105483259QH,1.0,dia_util,0.32,0.47,0.3,-0.49,-0.49,normal,abaixo,alta,48,histórico dia_util,2.0
PT0002000105580814AF,,dia_util,1.62,1.83,0.3,-0.69,-0.69,normal,abaixo,alta,43,histórico dia_util,2.0
PT0002000105712308QX,,dia_util,0.54,0.61,0.3,-0.24,-0.24,normal,abaixo,alta,43,histórico dia_util,2.0
PT0002000106102375RC,,dia_util,13.65,10.41,1.63,1.98,1.98,normal,acima,alta,48,histórico dia_util,2.0
PT0002000106706086FG,,dia_util,0.31,0.35,0.3,-0.13,-0.13,normal,abaixo,alta,43,histórico dia_util,2.0
PT0002000107046231FW,0.0,dia_util,3.86,3.59,0.73,0.37,0.37,normal,acima,alta,48,histórico dia_util,2.0
PT0002000107172384HT,1.0,dia_util,7.14,5.23,1.5,1.28,1.28,normal,acima,alta,48,histórico dia_util,2.0
PT0002000107211573LC,,dia_util,0.67,0.76,0.3,-0.28,-0.28,normal,abaixo,alta,43,histórico dia_util,2.0
PT0002000107676749GK,,dia_util,1.85,2.11,0.3,-0.88,-0.88,normal,abaixo,alta,43,histórico dia_util,2.0
