CPE,cluster,tipo_dia,consumo_real,consumo_habitual,std,z_score,z_real,veredicto,direcao,confianca,n_dias_tipo,fonte_baseline,threshold
PT0002000033180983XJ,,dia_util,1.56,1.7,0.3,-0.49,-0.49,normal,abaixo,alta,43,histórico dia_util,2.0
PT0002000033181018NW,,dia_util,2.62,2.97,0.3,-1.17,-1.17,normal,abaixo,alta,43,histórico dia_util,2.0
PT0002000033181086SR,,dia_util,2.07,2.31,0.3,-0.81,-0.81,normal,abaixo,alta,43,histórico dia_util,2.0
PT0002000033181109QR,,dia_util,2.27,2.53,0.3,-0.88,-0.88,normal,abaixo,alta,43,histórico dia_util,2.0
PT0002000033181224KR,,dia_util,1.15,1.28,0.3,-0.43,-0.43,normal,abaixo,alta,43,histórico dia_util,2.0
PT0002000033181257EB,,dia_util,4.3,5.12,1.17,-0.7,-0.7,normal,abaixo,alta,27,histórico dia_util,2.0
PT0002000033181281TN,,dia_util,3.04,3.41,0.34,-1.06,-1.06,normal,abaixo,alta,43,histórico dia_util,2.0
PT0002000033181292RT,,dia_util,0.77,0.86,0.3,-0.3,-0.3,normal,abaixo,alta,43,histórico dia_util,2.0
PT0002000033181326WB,,dia_util,2.6,2.42,0.3,0.6,0.6,normal,acima,alta,43,histórico dia_util,2.0
PT0002000033181359AK,,dia_util,1.69,1.91,0.3,-0.72,-0.72,normal,abaixo,alta,43,histórico dia_util,2.0
PT0002000033181394MX,,dia_util,0.93,1.03,0.3,-0.34,-0.34,normal,abaixo,alta,43,histórico dia_util,2.0
PT0002000033181543BK,,dia_util,0.58,0.64,0.3,-0.2,-0.2,normal,abaixo,alta,43,histórico dia_util,2.0
PT0002000033181587JL,,dia_util,1.92,2.1,0.3,-0.6,-0.6,normal,abaixo,alta,43,histórico dia_util,2.0
PT0002000033181598ZF,,dia_util,0.44,0.5,0.3,-0.19,-0.19,normal,abaixo,alta,43,histórico dia_util,2.0
PT0002000033181645QP,,dia_util,0.86,0.98,0.3,-0.4,-0.4,normal,abaixo,alta,43,histórico dia_util,2.0
PT0002000033181736CF,,dia_util,2.94,3.27,0.33,-1.02,-1.02,normal,abaixo,alta,43,histórico dia_util,2.0
PT0002000033181747CH,,dia_util,4.71,5.94,0.81,-1.52,-1.52,normal,abaixo,alta,33,histórico dia_util,2.0
PT0002000033181782EF,,dia_util,1.24,1.42,0.3,-0.58,-0.58,normal,abaixo,alta,43,histórico dia_util,2.0
PT0002000033181884AV,,dia_util,0.88,0.98,0.3,-0.33,-0.33,normal,abaixo,alta,43,histórico dia_util,2.0
PT0002000033181929MQ,,dia_util,7.06,7.78,0.78,-0.92,-0.92,normal,abaixo,alta,43,histórico dia_util,2.0
PT0002000033181931MH,,dia_util,0.42,0.47,0.3,-0.16,-0.16,normal,abaixo,alta,43,histórico dia_util,2.0
PT0002000033181942YY,,dia_util,0.97,1.08,0.3,-0.38,-0.38,normal,abaixo,alta,43,histórico dia_util,2.0
PT0002000033181953YV,,dia_util,1.05,1.16,0.3,-0.39,-0.39,normal,abaixo,alta,43,histórico dia_util,2.0
PT0002000033181964FM,,dia_util,2.3,2.58,0.3,-0.91,-0.91,normal,abaixo,alta,43,histórico dia_util,2.0
PT0002000033182001PL,,dia_util,0.52,0.58,0.3,-0.2,-0.2,normal,abaixo,alta,43,histórico dia_util,2.0
PT0002000033182012DF,,dia_util,3.06,3.41,0.34,-1.04,-1.04,normal,abaixo,alta,43,histórico dia_util,2.0
PT0002000033182078NG,,dia_util,5.43,6.15,0.61,-1.17,-1.17,normal,abaixo,alta,43,histórico dia_util,2.0
PT0002000033182089NS,,dia_util,1.81,2.02,0.3,-0.7,-0.7,normal,abaixo,alta,43,histórico dia_util,2.0
PT0002000033182091NV,,dia_util,1.35,1.5,0.3,-0.49,-0.49,normal,abaixo,alta,43,histórico dia_util,2.0
PT0002000033186061RP,,dia_util,6.24,6.95,0.69,-1.01,-1.01,normal,abaixo,alta,43,histórico dia_util,2.0
PT0002000033186141GL,,dia_util,0.91,1.01,0.3,-0.35,-0.35,normal,abaixo,alta,43,histórico dia_util,2.0
PT0002000033186152MF,,dia_util,0.83,0.93,0.3,-0.32,-0.32,normal,abaixo,alta,43,histórico dia_util,2.0
PT0002000052543452BR,,dia_util,0.46,0.51,0.3,-0.18,-0.18,normal,abaixo,alta,43,histórico dia_util,2.0
PT0002000052545458YY,,dia_util,1.19,1.34,0.3,-0.5,-0.5,normal,abaixo,alta,43,histórico dia_util,2.0
PT0002000052546155JJ,,dia_util,4.68,5.14,0.51,-0.9,-0.9,normal,abaixo,alta,43,histórico dia_util,2.0
PT0002000052546747QF,,dia_util,2.4,2.67,0.3,-0.91,-0.91,normal,abaixo,alta,43,histórico dia_util,2.0
PT0002000052547295VA,,dia_util,0.35,0.47,0.3,-0.38,-0.38,normal,abaixo,alta,43,histórico dia_util,2.0
PT0002000052547821VT,,dia_util,1.76,1.97,0.3,-0.7,-0.7,normal,abaixo,alta,43,histórico dia_util,2.0
PT0002000052548482EV,,dia_util,1.93,2.16,0.3,-0.75,-0.75,normal,abaixo,alta,43,histórico dia_util,2.0
PT0002000052548675PA,,dia_util,0.68,0.75,0.3,-0.24,-0.24,normal,abaixo,alta,43,histórico dia_util,2.0
PT0002000052937418MT,,dia_util,1.17,1.3,0.3,-0.45,-0.45,normal,abaixo,alta,43,histórico dia_util,2.0
PT0002000052949226ND,,dia_util,1.21,1.36,0.3,-0.49,-0.49,normal,abaixo,alta,43,histórico dia_util,2.0
PT0002000053041682FM,,dia_util,0.37,0.41,0.3,-0.15,-0.15,normal,abaixo,alta,43,histórico dia_util,2.0
PT0002000053043996SL,,dia_util,0.17,0.19,0.3,-0.07,-0.07,normal,abaixo,alta,43,histórico dia_util,2.0
PT0002000053081053VT,,dia_util,0.7,0.78,0.3,-0.26,-0.26,normal,abaixo,alta,43,histórico dia_util,2.0
PT0002000065282732YH,,dia_util,0.29,0.32,0.3,-0.11,-0.11,normal,abaixo,alta,43,histórico dia_util,2.0
PT0002000065282765PM,,dia_util,0.8,0.9,0.3,-0.35,-0.35,normal,abaixo,alta,43,histórico dia_util,2.0
PT0002000065528253DZ,,dia_util,0.78,0.88,0.3,-0.32,-0.32,normal,abaixo,alta,43,histórico dia_util,2.0
PT0002000065533466YY,,dia_util,0.67,0.75,0.3,-0.26,-0.26,normal,abaixo,alta,43,histórico dia_util,2.0
PT0002000065591876SL,,dia_util,0.98,1.07,0.3,-0.32,-0.32,normal,abaixo,alta,43,histórico dia_util,2.0
PT0002000066808543ZD,,dia_util,0.73,0.8,0.3,-0.26,-0.26,normal,abaixo,alta,43,histórico dia_util,2.0
PT0002000066808623VC,,dia_util,1.96,2.21,0.3,-0.82,-0.82,normal,abaixo,alta,43,histórico dia_util,2.0
PT0002000067324104MW,,dia_util,2.68,2.91,0.3,-0.76,-0.76,normal,abaixo,alta,43,histórico dia_util,2.0
PT0002000067759766VK,,dia_util,1.33,1.49,0.3,-0.56,-0.56,normal,abaixo,alta,43,histórico dia_util,2.0
PT0002000068855003AK,,dia_util,5.85,6.38,1.06,-0.5,-0.5,normal,abaixo,alta,48,histórico dia_util,2.0
PT0002000068856267NC,,dia_util,19.1,16.45,2.96,0.9,0.9,normal,acima,alta,48,histórico dia_util,2.0
PT0002000068856655YV,0.0,dia_util,1.4,1.85,0.45,-1.0,-1.0,normal,abaixo,alta,48,histórico dia_util,2.0
PT0002000068856781NM,0.0,dia_util,26.86,20.24,11.35,0.58,0.58,normal,acima,alta,48,histórico dia_util,2.0
PT0002000068856826ZG,,dia_util,18.51,28.47,9.36,-1.06,-1.06,normal,abaixo,alta,48,histórico dia_util,2.0
PT0002000068856872QG,1.0,dia_util,0.07,0.13,0.3,-0.19,-0.19,normal,abaixo,alta,48,histórico dia_util,2.0
PT0002000068856906VS,0.0,dia_util,6.47,5.75,1.9,0.38,0.38,normal,acima,alta,48,histórico dia_util,2.0
PT0002000068856952LS,2.0,dia_util,0.02,0.43,0.41,-0.99,-0.99,normal,abaixo,alta,48,histórico dia_util,2.0
PT0002000068856974CZ,,dia_util,5.05,6.04,0.98,-1.0,-1.0,normal,abaixo,alta,48,histórico dia_util,2.0
PT0002000068857099AR,1.0,dia_util,3.43,4.32,0.57,-1.55,-1.55,normal,abaixo,alta,48,histórico dia_util,2.0
PT0002000068857897ZV,0.0,dia_util,14.28,13.79,2.87,0.17,0.17,normal,acima,alta,48,histórico dia_util,2.0
PT0002000068857909SY,1.0,dia_util,4.45,4.82,1.21,-0.31,-0.31,normal,abaixo,alta,48,histórico dia_util,2.0
PT0002000068858231YY,,dia_util,19.35,17.54,4.84,0.37,0.37,normal,acima,alta,48,histórico dia_util,2.0
PT0002000068858674WN,,dia_util,14.25,12.12,3.38,0.63,0.63,normal,acima,alta,48,histórico dia_util,2.0
PT0002000068859187RL,0.0,dia_util,9.11,8.81,1.89,0.16,0.16,normal,acima,alta,48,histórico dia_util,2.0
PT0002000068859325FL,1.0,dia_util,23.29,21.71,5.78,0.27,0.27,normal,acima,alta,48,histórico dia_util,2.0
PT0002000068859382XF,0.0,dia_util,27.19,24.84,5.21,0.45,0.45,normal,acima,alta,48,histórico dia_util,2.0
PT0002000068859393XH,1.0,dia_util,23.1,27.54,5.01,-0.88,-0.88,normal,abaixo,alta,48,histórico dia_util,2.0
PT0002000068859597LS,0.0,dia_util,31.59,27.25,6.93,0.63,0.63,normal,acima,alta,48,histórico dia_util,2.0
PT0002000068870107QZ,,dia_util,1.5,1.67,0.3,-0.55,-0.55,normal,abaixo,alta,43,histórico dia_util,2.0
PT0002000069306798MG,,dia_util,0.27,0.3,0.3,-0.1,-0.1,normal,abaixo,alta,43,histórico dia_util,2.0
PT0002000069338479WZ,,dia_util,0.88,0.92,0.3,-0.15,-0.15,normal,abaixo,alta,43,histórico dia_util,2.0
PT0002000069802246HD,,dia_util,3.35,3.71,0.37,-0.96,-0.96,normal,abaixo,alta,43,histórico dia_util,2.0
PT0002000071320121WE,,dia_util,0.98,1.08,0.3,-0.34,-0.34,normal,abaixo,alta,43,histórico dia_util,2.0
PT0002000071896778MT,0.0,dia_util,5.02,12.8,8.81,-0.88,-0.88,normal,abaixo,alta,48,histórico dia_util,2.0
PT0002000072062898MZ,,dia_util,0.21,0.47,0.37,-0.71,-0.71,normal,abaixo,alta,43,histórico dia_util,2.0
PT0002000072360785PM,,dia_util,0.54,0.55,0.3,-0.04,-0.04,normal,abaixo,alta,43,histórico dia_util,2.0
PT0002000072905653PA,,dia_util,1.24,1.36,0.3,-0.41,-0.41,normal,abaixo,alta,43,histórico dia_util,2.0
PT0002000072907284XR,,dia_util,0.98,1.14,0.3,-0.53,-0.53,normal,abaixo,alta,43,histórico dia_util,2.0
PT0002000072927102CQ,,dia_util,0.3,0.33,0.3,-0.11,-0.11,normal,abaixo,alta,41,histórico dia_util,2.0
PT0002000073231742VK,0.0,dia_util,5.88,5.53,0.78,0.45,0.45,normal,acima,alta,48,histórico dia_util,2.0
PT0002000073432223VB,,dia_util,1.08,1.19,0.3,-0.37,-0.37,normal,abaixo,alta,43,histórico dia_util,2.0
PT0002000073481266XH,0.0,dia_util,4.9,5.26,0.53,-0.67,-0.67,normal,abaixo,alta,48,histórico dia_util,2.0
PT0002000073573036KH,,dia_util,51.09,48.27,4.83,0.59,0.59,normal,acima,alta,48,histórico dia_util,2.0
PT0002000073717386HC,,dia_util,5.95,4.67,1.33,0.96,0.96,normal,acima,alta,48,histórico dia_util,2.0
PT0002000073720434JD,,dia_util,22.65,12.46,6.09,1.67,1.67,normal,acima,alta,48,histórico dia_util,2.0
PT0002000073961094BC,,dia_util,1.99,2.21,0.3,-0.71,-0.71,normal,abaixo,alta,43,histórico dia_util,2.0
PT0002000073961128JP,,dia_util,0.34,0.38,0.3,-0.13,-0.13,normal,abaixo,alta,43,histórico dia_util,2.0
PT0002000074499424AN,,dia_util,5.38,5.85,0.58,-0.8,-0.8,normal,abaixo,alta,43,histórico dia_util,2.0
PT0002000074516162HY,,dia_util,1.27,1.38,0.3,-0.39,-0.39,normal,abaixo,alta,43,histórico dia_util,2.0
PT0002000075637532JB,0.0,dia_util,5.59,5.33,1.24,0.21,0.21,normal,acima,alta,48,histórico dia_util,2.0
PT0002000076063444QD,,dia_util,1.38,1.55,0.3,-0.56,-0.56,normal,abaixo,alta,43,histórico dia_util,2.0
PT0002000076134941LE,,dia_util,0.58,0.65,0.3,-0.22,-0.22,normal,abaixo,alta,43,histórico dia_util,2.0
PT0002000076549647HS,,dia_util,0.21,0.24,0.3,-0.08,-0.08,normal,abaixo,alta,43,histórico dia_util,2.0
PT0002000076593445JK,,dia_util,1.47,1.65,0.3,-0.6,-0.6,normal,abaixo,alta,43,histórico dia_util,2.0
PT0002000076595464DQ,,dia_util,3.59,4.08,0.41,-1.19,-1.19,normal,abaixo,alta,43,histórico dia_util,2.0
PT0002000076805404YN,,dia_util,0.73,0.8,0.3,-0.25,-0.25,normal,abaixo,alta,43,histórico dia_util,2.0
PT0002000076805608SD,,dia_util,0.24,0.26,0.3,-0.08,-0.08,normal,abaixo,alta,43,histórico dia_util,2.0
PT0002000077111709FA,,dia_util,0.95,1.02,0.3,-0.23,-0.23,normal,abaixo,alta,43,histórico dia_util,2.0
PT0002000077111733PG,,dia_util,0.36,0.44,0.3,-0.26,-0.26,normal,abaixo,alta,34,histórico dia_util,2.0
PT0002000077296616LJ,,dia_util,0.93,1.02,0.3,-0.3,-0.3,normal,abaixo,alta,43,histórico dia_util,2.0
PT0002000077297266RL,,dia_util,2.03,2.28,0.3,-0.82,-0.82,normal,abaixo,alta,43,histórico dia_util,2.0
PT0002000077297335GL,,dia_util,3.44,3.89,0.39,-1.17,-1.17,normal,abaixo,alta,43,histórico dia_util,2.0
PT0002000077348081AG,,dia_util,13.17,18.3,5.16,-0.99,-0.99,normal,abaixo,alta,48,histórico dia_util,2.0
PT0002000077394934QY,0.0,dia_util,19.52,19.98,2.0,-0.23,-0.23,normal,abaixo,alta,48,histórico dia_util,2.0
PT0002000077586937SM,,dia_util,1.39,1.57,0.3,-0.59,-0.59,normal,abaixo,alta,43,histórico dia_util,2.0
PT0002000077647404EM,1.0,dia_util,9.4,8.72,3.29,0.21,0.21,normal,acima,alta,48,histórico dia_util,2.0
PT0002000078140706BA,,dia_util,5.66,9.34,3.29,-1.12,-1.12,normal,abaixo,alta,48,histórico dia_util,2.0
PT0002000078207354XC,1.0,dia_util,4.64,3.62,0.94,1.08,1.08,normal,acima,alta,48,histórico dia_util,2.0
PT0002000078233981HJ,1.0,dia_util,4.15,3.46,0.66,1.03,1.03,normal,acima,alta,48,histórico dia_util,2.0
PT0002000078294957RQ,0.0,dia_util,6.1,5.85,1.28,0.2,0.2,normal,acima,alta,48,histórico dia_util,2.0
PT0002000078424866ZK,,dia_util,6.54,7.26,0.73,-1.0,-1.0,normal,abaixo,alta,43,histórico dia_util,2.0
PT0002000078441876HB,0.0,dia_util,265.02,233.68,29.26,1.07,1.07,normal,acima,alta,48,histórico dia_util,2.0
PT0002000078618376XD,,dia_util,0.94,1.08,0.3,-0.44,-0.44,normal,abaixo,alta,43,histórico dia_util,2.0
PT0002000078980058AQ,,dia_util,1.71,1.88,0.3,-0.58,-0.58,normal,abaixo,alta,43,histórico dia_util,2.0
PT0002000079469719HF,,dia_util,28.03,32.36,3.24,-1.34,-1.34,normal,abaixo,alta,48,histórico dia_util,2.0
PT0002000079471477WV,,dia_util,4.06,2.85,0.89,1.36,1.36,normal,acima,alta,43,histórico dia_util,2.0
PT0002000079471581FY,,dia_util,3.02,3.34,0.33,-0.96,-0.96,normal,abaixo,alta,43,histórico dia_util,2.0
PT0002000080238674DA,,dia_util,1.64,1.81,0.3,-0.56,-0.56,normal,abaixo,alta,43,histórico dia_util,2.0
PT0002000080276117GW,,dia_util,2.36,2.62,0.3,-0.88,-0.88,normal,abaixo,alta,43,histórico dia_util,2.0
PT0002000080461298MX,,dia_util,2.66,2.95,0.3,-0.98,-0.98,normal,abaixo,alta,43,histórico dia_util,2.0
PT0002000081344542CP,1.0,dia_util,3.82,4.03,0.93,-0.22,-0.22,normal,abaixo,alta,48,histórico dia_util,2.0
PT0002000081398935QY,,dia_util,0.86,0.95,0.3,-0.3,-0.3,normal,abaixo,alta,43,histórico dia_util,2.0
PT0002000081722388AX,,dia_util,3.19,3.56,0.36,-1.04,-1.04,normal,abaixo,alta,43,histórico dia_util,2.0
PT0002000081997398TD,0.0,dia_util,25.72,26.01,4.65,-0.06,-0.06,normal,abaixo,alta,48,histórico dia_util,2.0
PT0002000082549706RH,0.0,dia_util,6.25,6.01,0.81,0.29,0.29,normal,acima,alta,48,histórico dia_util,2.0
PT0002000083148707DF,,dia_util,6.21,6.98,0.7,-1.1,-1.1,normal,abaixo,alta,43,histórico dia_util,2.0
PT0002000084047066ZD,,dia_util,0.42,0.46,0.3,-0.13,-0.13,normal,abaixo,alta,43,histórico dia_util,2.0
PT0002000084047077ZC,,dia_util,4.3,4.8,0.48,-1.04,-1.04,normal,abaixo,alta,43,histórico dia_util,2.0
PT0002000084047099SL,,dia_util,1.14,1.24,0.3,-0.33,-0.33,normal,abaixo,alta,43,histórico dia_util,2.0
PT0002000085216752VF,,dia_util,0.67,0.75,0.3,-0.27,-0.27,normal,abaixo,alta,43,histórico dia_util,2.0
PT0002000085878838FS,,dia_util,3.16,3.5,0.35,-0.97,-0.97,normal,abaixo,alta,43,histórico dia_util,2.0
PT0002000085879034QG,,dia_util,1.06,1.18,0.3,-0.4,-0.4,normal,abaixo,alta,43,histórico dia_util,2.0
PT0002000085879056VA,,dia_util,0.13,0.14,0.3,-0.05,-0.05,normal,abaixo,alta,43,histórico dia_util,2.0
PT0002000086712913TH,,dia_util,1.22,1.34,0.3,-0.39,-0.39,normal,abaixo,alta,43,histórico dia_util,2.0
PT0002000087509609RV,,dia_util,1.03,1.15,0.3,-0.41,-0.41,normal,abaixo,alta,43,histórico dia_util,2.0
PT0002000087509611RL,,dia_util,0.81,0.9,0.3,-0.29,-0.29,normal,abaixo,alta,43,histórico dia_util,2.0
PT0002000087509622WF,,dia_util,1.88,2.14,0.3,-0.87,-0.87,normal,abaixo,alta,43,histórico dia_util,2.0
PT0002000087509666GM,,dia_util,0.0,0.0,0.3,-0.0,-0.0,normal,abaixo,alta,43,histórico dia_util,2.0
PT0002000087509688MG,,dia_util,2.21,2.47,0.3,-0.86,-0.86,normal,abaixo,alta,43,histórico dia_util,2.0
PT0002000087844686BF,,dia_util,2.25,2.46,0.3,-0.7,-0.7,normal,abaixo,alta,43,histórico dia_util,2.0
PT0002000087844697BH,,dia_util,2.53,2.78,0.3,-0.83,-0.83,normal,abaixo,alta,43,histórico dia_util,2.0
PT0002000087844711ND,,dia_util,1.01,1.11,0.3,-0.35,-0.35,normal,abaixo,alta,43,histórico dia_util,2.0
PT0002000089588024TZ,,dia_util,1.11,1.24,0.3,-0.44,-0.44,normal,abaixo,alta,43,histórico dia_util,2.0
PT0002000089588046RJ,,dia_util,1.31,1.46,0.3,-0.5,-0.5,normal,abaixo,alta,43,histórico dia_util,2.0
PT0002000100113293JT,0.0,dia_util,38.43,39.02,3.9,-0.15,-0.15,normal,abaixo,alta,48,histórico dia_util,2.0
PT0002000101964938LF,0.0,dia_util,5.03,5.09,0.51,-0.11,-0.11,normal,abaixo,alta,48,histórico dia_util,2.0
PT0002000102325527BW,,dia_util,2.17,2.43,0.3,-0.89,-0.89,normal,abaixo,alta,43,histórico dia_util,2.0
PT0002000102367112WA,,dia_util,1.53,1.7,0.3,-0.56,-0.56,normal,abaixo,alta,43,histórico dia_util,2.0
PT0002000102462268EP,,dia_util,0.73,0.81,0.3,-0.25,-0.25,normal,abaixo,alta,43,histórico dia_util,2.0
PT0002000102936404ME,1.0,dia_util,4.81,4.93,0.49,-0.24,-0.24,normal,abaixo,alta,48,histórico dia_util,2.0
PT0002000103026532ZJ,,dia_util,0.87,0.99,0.3,-0.38,-0.38,normal,abaixo,alta,43,histórico dia_util,2.0
PT0002000103476489GK,,dia_util,1.95,2.15,0.3,-0.67,-0.67,normal,abaixo,alta,43,histórico dia_util,2.0
PT0002000103647515BL,,dia_util,0.22,0.24,0.3,-0.08,-0.08,normal,abaixo,alta,48,histórico dia_util,2.0
PT0002000104441112QR,,dia_util,0.1,0.11,0.3,-0.04,-0.04,normal,abaixo,alta,43,histórico dia_util,2.0
PT0002000104466334PS,,dia_util,0.28,0.29,0.3,-0.01,-0.01,normal,abaixo,alta,43,histórico dia_util,2.0
PT0002000105067638RF,,dia_util,0.15,0.17,0.3,-0.06,-0.06,normal,abaixo,alta,43,histórico dia_util,2.0
PT0002000105483259QH,1.0,dia_util,0.3,0.47,0.3,-0.57,-0.57,normal,abaixo,alta,48,histórico dia_util,2.0
PT0002000105580814AF,,dia_util,1.64,1.83,0.3,-0.63,-0.63,normal,abaixo,alta,43,histórico dia_util,2.0
PT0002000105712308QX,,dia_util,0.55,0.61,0.3,-0.21,-0.21,normal,abaixo,alta,43,histórico dia_util,2.0
PT0002000106102375RC,,dia_util,9.33,10.5,1.69,-0.69,-0.69,normal,abaixo,alta,48,histórico dia_util,2.0
PT0002000106706086FG,,dia_util,0.32,0.35,0.3,-0.12,-0.12,normal,abaixo,alta,43,histórico dia_util,2.0
PT0002000107046231FW,0.0,dia_util,3.61,3.6,0.73,0.02,0.02,normal,acima,alta,48,histórico dia_util,2.0
PT0002000107172384HT,1.0,dia_util,5.75,5.25,1.52,0.33,0.33,normal,acima,alta,48,histórico dia_util,2.0
PT0002000107211573LC,,dia_util,0.68,0.76,0.3,-0.26,-0.26,normal,abaixo,alta,43,histórico dia_util,2.0
PT0002000107676749GK,,dia_util,1.93,2.11,0.3,-0.59,-0.59,normal,abaixo,alta,43,histórico dia_util,2.0
